FA년도,구단명,선수명,포지션,투,타,인정년수,구분,FA등급,플레이년도,Age,G,PA,AB,R,H,2B,3B,HP,HR,RBI,SB,CS,BB,SO,GDP,SF,수비_필딩 RAA,수비_포지션 RAA,전체수비 RAA,oWAR,dWAR,연봉,비고,잔류 여부,FA 계약 연수,FA 계약 총액,TEAM RANK,TEAM G,TEAM PA,TEAM AB,TEAM R,TEAM H,TEAM 2B,TEAM 3B,TEAM HP,TEAM HR,TEAM RBI,TEAM SB,TEAM CS,TEAM BB,TEAM SO,TEAM GDP,TEAM SF,TEAM 수비_필딩 RAA,TEAM 수비_포지션 RAA,TEAM 전체수비 RAA,TEAM oWAR,TEAM dWAR,TEAM 연봉
2015,LG,정성훈,1B,우투,우타,4,재자격,A,2014,34,112,455,383,71,126,25,1,7,13,59,10,2,59,56,13,4,4.5,-8.97,-4.46,3.12,0.4,50000,고졸,,,,4,128,5070,4349,668,1214,213,22,63,90,622,105,64,524,817,112,57,10.35,-11.98,0.93,13.69,0.92,502800
2016,LG,정성훈,1B,우투,우타,4,재자격,A,2015,35,117,440,363,47,103,16,1,13,9,45,9,4,54,65,9,4,1.48,-7.78,-6.29,1.75,0.14,50000,고졸,,,,9,144,5599,4941,653,1331,252,22,80,114,601,113,62,462,1076,98,41,-35.76,17.36,-45.09,10.86,-3.09,715600
2017,LG,정성훈,1B,우투,우타,4,재자격,A,2016,36,126,418,370,58,119,22,1,5,6,64,8,4,33,59,9,5,-3.75,-7.8,-11.54,1.21,-0.33,50000,고졸,잔류,1,7,4,144,5765,5051,786,1464,238,26,72,118,744,121,70,523,982,92,54,37.96,34.04,27.87,19.83,3.37,542900
2018,LG,정성훈,1B,우투,우타,,FA 1년차,,2017,37,115,321,276,32,86,14,0,6,6,30,4,3,36,49,4,2,0.38,-6,-5.62,1.27,0.03,30000,,,,,6,144,5614,4944,699,1390,216,20,101,110,663,77,56,438,1021,123,55,6.68,12.37,-3.17,13.68,0.61,666400
2018,군 복무,정수빈,CF,좌투,좌타,9,신규,A,2017,27,,,,,,,,,,,,,,,,,,,,,,,고졸,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,두산,정수빈,CF,좌투,좌타,9,신규,A,2018,28,26,112,98,20,36,2,1,1,2,23,5,2,11,13,1,2,4.19,0,4.19,0.81,0.37,28000,고졸,,,,2,144,5870,5176,944,1601,284,30,92,191,898,96,23,496,1016,112,63,31.25,30.09,23.63,37.38,2.69,690700
2020,두산,정수빈,CF,좌투,좌타,9,신규,A,2019,29,123,513,441,75,117,19,5,6,0,41,26,8,57,60,6,5,5.45,-0.02,5.42,2.04,0.56,24500,고졸,,,,1,144,5670,4913,736,1364,235,31,72,84,691,102,38,563,799,117,83,20.76,20.57,11.54,29.09,2.13,596100
2021,두산,정수빈,CF,좌투,좌타,9,신규,A,2020,30,141,559,490,84,146,17,8,2,5,59,15,6,55,56,10,5,2.12,0,2.12,2.65,0.2,34000,고졸,잔류,6,56,2,144,5776,5046,816,1477,263,20,68,125,778,88,37,551,796,132,73,-16.54,-25.41,-27.23,30.64,-1.48,677600
2022,두산,정수빈,CF,좌투,좌타,,FA 1년차,,2021,31,104,351,313,50,81,19,4,3,3,37,12,7,29,50,7,2,0.82,0,0.82,1.1,0.08,60000,,,,,2,144,5645,4900,738,1314,235,17,86,110,698,81,37,560,943,137,53,-0.82,-8.17,-11.12,24.7,-0.08,681500
2015,LG,정의윤,RF,우투,우타,9,신규,A,2014,28,97,292,261,29,69,14,0,5,7,38,5,4,21,40,9,3,-3.1,-3.14,-6.24,-0.13,-0.27,60000,고졸,,,,4,128,5070,4349,668,1214,213,22,63,90,622,105,64,524,817,112,57,10.35,-11.98,0.93,13.69,0.92,502800
2016,SK,정의윤,RF,우투,우타,9,신규,A,2015,29,91,297,259,38,83,14,1,9,14,51,5,0,26,46,6,3,-6.28,-2.84,-9.12,1.63,-0.26,12000,고졸,,,,5,144,5588,4861,693,1323,214,10,98,145,656,94,59,490,1047,113,29,-20.69,-5.15,-29.84,14.72,-1.07,756700
2017,SK,정의윤,RF,우투,우타,9,신규,A,2016,30,144,616,576,68,179,32,0,10,27,100,2,3,25,76,15,5,-1.46,-9.1,-10.57,1.61,-0.13,12000,고졸,,,,6,144,5672,5023,753,1464,234,19,102,182,715,89,60,429,1018,104,47,6.75,30.26,1.12,19.17,0.6,712900
2018,SK,정의윤,RF,우투,우타,9,신규,A,2017,31,112,381,349,44,112,16,0,9,15,45,0,1,19,61,11,4,-0.15,-7.77,-7.92,1.24,-0.01,12000,고졸,잔류,4,29,5,144,5564,4925,761,1337,222,15,113,234,733,53,42,427,1100,97,41,16.87,25.01,7.98,16.87,1.79,559100
2019,SK,정의윤,RF,우투,우타,,FA 1년차,,2018,32,73,239,217,27,59,9,0,2,11,38,1,1,19,29,8,1,-1.98,-4.13,-6.11,0.03,-0.18,30000,,,,,1,144,5682,4992,829,1403,234,13,119,233,791,108,39,483,1079,103,34,-0.75,-4.43,-10.09,22.65,0.1,560100
2019,롯데,정훈,1B,우투,우타,9,신규,C,2018,31,91,194,174,33,53,10,1,1,7,26,4,2,16,39,4,3,0.63,-1.53,-0.89,0.64,0.06,30000,고졸,,,,7,144,5764,5130,821,1484,289,17,81,203,792,68,32,471,1157,124,37,0.51,6.93,-12.15,21.63,0.05,836900
2020,롯데,정훈,1B,우투,우타,9,신규,C,2019,32,88,222,190,26,43,4,1,5,2,17,4,3,23,47,4,1,-1.76,-2.42,-4.18,-0.11,-0.18,10000,고졸,,,,10,144,5488,4919,578,1231,214,22,65,90,545,65,31,429,1085,108,40,-30.52,-29.69,-41.29,7.45,-3.14,1058600
2021,롯데,정훈,1B,우투,우타,9,신규,C,2020,33,111,476,410,72,121,19,1,4,11,58,11,1,56,85,8,4,-2.28,-5.28,-7.56,2.35,-0.21,8000,고졸,,,,7,144,5669,4958,750,1366,252,6,55,131,711,90,31,569,875,148,48,10.45,0.47,-0.21,17.58,0.98,893500
2022,롯데,정훈,1B,우투,우타,9,신규,C,2021,34,135,561,486,70,142,27,1,3,14,79,8,1,68,89,6,3,0.4,-10.03,-9.63,2.62,0.04,6400,고졸,잔류,3,18,8,144,5726,5009,727,1393,266,10,54,107,697,60,31,579,969,114,46,-24.26,-13.58,-33.77,22.75,-3.11,481800
2023,롯데,정훈,1B,우투,우타,,FA 1년차,,2022,35,91,340,294,39,72,8,0,2,3,32,4,1,32,66,6,6,1.87,-6.54,-4.67,-0.49,0.19,55000,,,,,8,144,5534,4948,605,1320,227,16,54,106,570,61,39,417,991,127,42,-37.16,-33.27,-47.91,16.09,-3.83,549570
2012,삼성,조동찬,3B,우투,우타,9,신규,A,2011,28,85,235,208,27,45,7,0,2,4,25,18,1,19,47,4,3,0,0.2,0.2,0.11,0.13,10000,고졸,,,,1,,,,,,,,,,,,,,,,,,,,,,
2013,삼성,조동찬,3B,우투,우타,9,신규,A,2012,29,94,313,270,40,77,15,2,6,6,39,12,3,28,68,3,2,-2.68,2.21,-0.47,2.53,0.16,13500,고졸,,,,1,133,5161,4436,628,1205,200,26,86,89,585,125,48,500,813,91,47,-30.05,-4.67,-42.08,32.31,-3.87,393200
2014,삼성,조동찬,3B,우투,우타,9,신규,A,2013,30,74,261,221,36,53,15,0,4,7,25,7,2,25,54,4,1,-2.62,1.7,-0.92,1.12,-0.02,11000,고졸,,,,1,128,5042,4370,669,1235,212,17,93,113,624,95,41,453,818,98,41,17.85,-1.74,16.12,28.45,2.03,431300
2015,삼성,조동찬,3B,우투,우타,9,신규,A,2014,31,31,87,74,8,20,4,0,1,1,6,5,2,10,21,5,1,-2.44,0.03,-2.41,0.07,-0.22,15000,고졸,잔류,4,28,1,128,5152,4464,812,1345,238,23,62,161,763,161,46,507,743,88,43,12.63,-4.5,2.92,25.53,1.11,637700
2016,부상 시즌 아웃,조동찬,,우투,우타,,FA 1년차,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,SK,조동화,CF,좌투,좌타,9,신규,A,2011,30,114,345,296,42,70,9,2,1,0,16,10,6,27,51,1,0,1.83,-0.22,1.61,-0.09,0.89,22000,고졸,,,,2,,,,,,,,,,,,,,,,,,,,,,
2013,SK,조동화,CF,좌투,좌타,9,신규,A,2012,31,24,77,62,6,15,2,0,0,0,3,3,3,7,16,0,1,0.29,-0.86,-0.57,0.03,0.07,11000,고졸,,,,2,133,4996,4347,564,1120,197,15,58,108,523,104,75,445,864,85,28,26.13,-5.91,13.09,23.64,2.38,371100
2014,SK,조동화,CF,좌투,좌타,9,신규,A,2013,32,105,405,332,52,85,11,3,8,0,19,24,9,46,76,3,3,3.23,-3.11,0.13,1.4,0.22,11000,고졸,,,,6,128,4950,4278,588,1134,189,20,86,124,558,144,63,465,918,99,37,33.96,0.05,34.01,21.13,2.79,404600
2015,SK,조동화,CF,좌투,좌타,9,신규,A,2014,33,125,522,443,74,116,12,5,4,2,52,37,7,43,72,8,4,-0.6,-4.31,-4.91,-0.37,-0.05,9000,고졸,잔류,4,22,5,128,5082,4423,735,1285,245,22,72,115,696,139,46,447,926,92,49,8.13,9.44,0.35,15.79,0.21,489800
2016,SK,조동화,CF,좌투,좌타,,FA 1년차,,2015,34,119,304,245,38,64,6,1,5,2,15,18,3,30,50,2,2,0.72,-1.09,-0.37,0.39,0.07,30000,,,,,5,144,5588,4861,693,1323,214,10,98,145,656,94,59,490,1047,113,29,-20.69,-5.15,-29.84,14.72,-1.07,756700
2014,NC,조영훈,1B,좌투,좌타,8,신규,A,2013,31,120,426,380,38,107,26,3,2,6,39,4,5,39,56,6,2,4.09,-7.51,-3.42,2.09,-0.28,12000,대졸,,,,7,128,4866,4282,512,1045,209,25,62,86,485,142,47,434,955,94,31,29.46,-1.57,27.89,11.43,2.38,187600
2015,NC,조영훈,1B,좌투,좌타,8,신규,A,2014,32,92,124,111,15,29,4,0,1,6,22,1,1,10,26,1,1,1.01,-1.54,-0.53,0.16,0.09,7500,대졸,,,,3,128,5031,4426,737,1249,228,36,67,143,697,154,47,443,918,90,51,25.86,46.23,16.5,14.33,2.28,337900
2016,NC,조영훈,1B,좌투,좌타,8,신규,A,2015,33,103,146,124,20,35,8,0,0,8,35,3,0,19,36,1,2,-2.32,-1.9,-4.22,1.01,-0.21,10500,대졸,,,,3,144,5727,4967,844,1437,283,28,106,161,802,204,60,536,1023,105,53,27.49,15.93,18.08,28.15,2.27,440600
2017,NC,조영훈,1B,좌투,좌타,8,신규,A,2016,34,109,207,179,29,60,14,0,3,5,35,3,3,21,43,2,3,2.7,-3.24,-0.54,1.19,0.24,10000,대졸,잔류,2,4.5,2,144,5833,5007,857,1457,249,19,93,169,808,99,41,609,1023,133,52,6.4,-8.9,-3.55,24.47,0.57,723500
2018,NC,조영훈,1B,좌투,좌타,,FA 1년차,,2017,35,16,46,40,1,6,2,0,0,1,3,0,0,5,11,2,0,0.91,-0.86,0.05,-0.37,0.08,15000,,,,,4,144,5790,5079,786,1489,277,19,130,149,739,93,32,471,979,119,48,16.48,35.2,6.55,24.87,1.52,713700
2013,SK,조인성,C,우투,우타,4,재자격,A,2012,37,104,307,284,32,77,13,0,2,9,40,0,1,16,60,5,2,4.43,6.19,10.62,1.46,1.21,11000,고졸,,,,2,133,4996,4347,564,1120,197,15,58,108,523,104,75,445,864,85,28,26.13,-5.91,13.09,23.64,2.38,371100
2014,SK,조인성,C,우투,우타,4,재자격,A,2013,38,88,223,207,16,44,10,0,2,7,29,0,1,7,65,4,1,1.43,5.4,6.83,-0.24,0.67,40000,고졸,,,,6,128,4950,4278,588,1134,189,20,86,124,558,144,63,465,918,99,37,33.96,0.05,34.01,21.13,2.79,404600
2015,한화,조인성,C,우투,우타,4,재자격,A,2014,39,75,185,164,16,37,7,0,2,7,34,0,0,14,40,5,3,5.64,1.18,6.82,0.24,0.12,40000,고졸,,,,9,128,5055,4417,619,1251,223,24,56,104,594,70,41,489,839,125,43,-26.72,-37.95,-35.82,11.41,-2.56,592300
2016,한화,조인성,C,우투,우타,4,재자격,A,2015,40,106,310,276,33,64,11,0,6,11,44,0,0,16,89,5,1,0.41,7.32,7.73,0.4,0.04,40000,고졸,잔류,2,10,6,144,5716,4852,717,1316,218,19,109,130,667,80,47,581,1135,112,35,16.16,31.04,8.26,15.8,1.6,784600
2017,한화,조인성,C,우투,우타,,FA 1년차,,2016,41,76,146,137,10,23,2,0,1,3,7,0,0,2,38,2,0,-4.37,3.36,-1.01,-1.21,-0.39,40000,,,,,7,144,5838,5109,826,1478,242,27,91,142,787,64,38,510,1025,123,41,-14.51,7.95,-22.75,17.03,-1.29,1065400
2015,NC,지석훈,2B,우투,우타,9,신규,A,2014,30,114,238,212,26,58,14,4,6,6,34,1,1,16,46,8,1,4.92,3.05,7.97,0.8,0.43,40000,고졸,,,,3,128,5031,4426,737,1249,228,36,67,143,697,154,47,443,918,90,51,25.86,46.23,16.5,14.33,2.28,337900
2016,NC,지석훈,2B,우투,우타,9,신규,A,2015,31,137,466,415,53,111,15,0,16,11,46,4,1,23,85,9,3,-8.06,1.07,-6.99,0.79,-0.75,6000,고졸,,,,3,144,5727,4967,844,1437,283,28,106,161,802,204,60,536,1023,105,53,27.49,15.93,18.08,28.15,2.27,440600
2017,NC,지석훈,2B,우투,우타,9,신규,A,2016,32,141,394,351,34,77,14,0,9,9,54,0,2,22,91,9,6,-9.64,4.61,-5.03,-0.99,-0.85,9000,고졸,,,,2,144,5833,5007,857,1457,249,19,93,169,808,99,41,609,1023,133,52,6.4,-8.9,-3.55,24.47,0.57,723500
2018,NC,지석훈,2B,우투,우타,9,신규,A,2017,33,121,304,268,29,64,16,0,10,6,24,1,0,22,67,8,2,0.5,3.43,3.93,0.37,0.05,14000,고졸,잔류,2,6,4,144,5790,5079,786,1489,277,19,130,149,739,93,32,471,979,119,48,16.48,35.2,6.55,24.87,1.52,713700
2019,NC,지석훈,2B,우투,우타,,FA 1년차,,2018,34,67,105,94,9,17,2,0,0,1,8,1,0,8,20,2,3,-0.53,1.43,0.9,-0.67,-0.05,15000,,,,,10,144,5488,4895,660,1280,233,18,88,143,629,82,35,427,1081,115,43,2.07,19.6,-8.48,5.69,0.25,544500
2012,KIA,차일목,C,우투,우타,8,신규,A,2011,30,111,373,304,31,73,8,0,5,7,37,3,3,49,52,12,2,3.52,8.64,12.16,1.41,0.75,14900,대졸,,,,4,,,,,,,,,,,,,,,,,,,,,,
2013,KIA,차일목,C,우투,우타,8,신규,A,2012,31,88,251,207,25,53,5,0,3,0,15,2,2,29,34,12,2,0.35,5.06,5.41,0.9,-0.21,8500,대졸,,,,5,133,5131,4348,553,1112,197,19,60,54,518,132,51,544,790,100,47,10.53,-0.12,3.09,24.75,0.09,263000
2014,KIA,차일목,C,우투,우타,8,신규,A,2013,32,98,259,215,23,55,9,1,3,0,25,0,2,33,37,5,4,2.98,5.72,8.7,0.65,0.92,12000,대졸,,,,8,128,5051,4318,587,1125,195,13,75,88,545,141,47,537,864,110,42,-87.18,-1.3,-88.48,20.98,-8.2,343600
2015,KIA,차일목,C,우투,우타,8,신규,A,2014,33,94,224,185,17,35,6,0,2,2,18,0,2,24,28,7,2,4.99,5.23,10.22,-0.74,0.44,10000,대졸,잔류,2,4.5,8,128,5023,4443,662,1279,246,27,62,121,631,121,63,416,870,95,35,-26.55,-9.84,-37.32,13.86,-2.36,424500
2016,KIA,차일목,C,우투,우타,,FA 1년차,,2015,34,11,25,23,0,4,0,0,0,0,2,0,0,2,4,1,0,-0.45,0.6,0.15,-0.16,-0.04,15000,,,,,7,144,5454,4777,648,1197,223,22,101,136,602,115,50,454,1126,105,43,-13.96,-24.5,-24.34,6.15,-1.26,658000
2020,LG,채은성,RF,우투,우타,8,신규,A,2019,29,128,514,470,59,148,18,1,12,12,72,2,2,24,67,9,8,1.16,-6.09,-4.93,2.81,0.12,8000,고졸,,,,4,144,5536,4928,641,1316,233,15,77,94,604,108,47,434,962,117,48,11.94,14.3,3.53,20.38,1.23,745100
2021,LG,채은성,RF,우투,우타,8,신규,A,2020,30,109,464,416,59,122,17,2,9,15,88,0,3,32,69,12,7,-1.77,-6.2,-7.97,1.73,-0.17,31000,고졸,,,,4,144,5681,4999,802,1384,253,29,75,149,760,83,39,509,969,115,49,3.39,0.85,-5.11,26.1,0.33,703800
2022,LG,채은성,RF,우투,우타,8,신규,A,2021,31,110,448,387,59,107,20,0,16,16,82,4,2,38,80,9,7,-2.13,-5.89,-8.02,2.54,-0.21,32000,고졸,,,,4,144,5533,4750,654,1188,210,11,94,110,621,92,34,592,926,102,45,15.39,5.93,6.34,20.58,1.28,610000
2023,LG,채은성,1B,우투,우타,8,신규,A,2022,32,126,526,467,48,138,26,2,21,12,83,6,7,27,88,16,11,-0.03,-10.36,-10.39,2.13,0,30000,고졸,이적,6,90,3,144,5627,4927,715,1325,208,33,103,118,674,102,46,501,924,109,46,21.98,24.7,13.13,28.62,2.26,784300
2024,한화,채은성,1B,우투,우타,,FA 1년차,,2023,33,137,596,521,71,137,17,0,20,23,84,0,0,52,102,16,3,-1.54,-11.78,-13.32,1.95,-0.16,180000,,,,,9,144,5628,4906,604,1184,211,12,88,100,568,67,22,535,1162,103,40,2.35,2.67,-6.47,12.72,0.24,667000
2015,삼성,채태인,1B,좌투,좌타,9,신규,A,2014,32,124,541,492,69,156,38,1,2,14,99,1,0,41,91,8,6,2.99,-10.85,-7.86,1.58,0.26,28000,고졸,,,,1,128,5152,4464,812,1345,238,23,62,161,763,161,46,507,743,88,43,12.63,-4.5,2.92,25.53,1.11,637700
2016,삼성,채태인,1B,좌투,좌타,9,신규,A,2015,33,104,373,333,35,116,19,0,3,8,49,0,2,33,92,10,4,1.6,-7.27,-5.68,1.83,0.15,21000,고졸,,,,2,144,5803,5019,897,1515,259,25,70,176,850,157,52,581,930,109,57,0.96,5.77,-8.74,32.86,0.08,693600
2017,넥센,채태인,1B,좌투,좌타,9,신규,A,2016,34,124,417,370,29,106,14,3,2,7,72,0,1,36,92,13,9,2.21,-8.44,-6.23,-0.4,0.2,33000,고졸,,,,3,144,5702,4990,813,1464,254,39,63,134,765,154,83,556,956,121,59,27.54,3.86,20.24,19.96,2.44,348700
2018,넥센,채태인,1B,좌투,좌타,9,신규,A,2017,35,109,384,342,46,110,23,1,5,12,62,0,1,34,94,9,3,-2.85,-7.74,-10.59,1.77,-0.26,30000,고졸,이적,2,10,7,144,5712,5098,789,1479,267,30,83,141,748,70,34,468,1066,129,42,-33.5,14.52,-42.19,20.41,-2.79,443100
2019,롯데,채태인,1B,좌투,좌타,,FA 1년차,,2018,36,130,420,376,44,110,18,0,5,15,75,0,0,34,107,10,4,-2.82,-7.98,-10.8,0.57,-0.25,20000,,,,,7,144,5764,5130,821,1484,289,17,81,203,792,68,32,471,1157,124,37,0.51,6.93,-12.15,21.63,0.05,836900
2019,롯데,최재훈,C,우투,우타,9,신규,B,2018,36,130,420,376,44,110,18,0,15,15,75,0,0,34,107,10,4,2.97,8.14,11.1,0.82,0.27,30000,고졸,,,,7,144,5764,5130,821,1484,289,17,81,203,792,68,32,471,1157,124,37,0.51,6.93,-12.15,21.63,0.05,836900
2020,한화,최재훈,C,우투,우타,9,신규,B,2019,30,135,451,373,47,108,18,0,14,3,31,3,10,56,61,9,4,1.75,10.75,12.5,3.93,0.18,8000,고졸,,,,9,144,5482,4882,607,1250,223,16,70,88,562,105,51,441,1090,112,45,-21.24,-0.29,-27.17,12.6,-2.18,668000
2021,한화,최재훈,C,우투,우타,9,신규,B,2020,31,126,389,339,46,102,19,0,16,3,36,0,0,29,44,7,0,2.7,8.76,11.46,2.71,0.25,12500,고졸,,,,10,144,5483,4862,551,1189,195,12,89,79,523,51,36,462,1163,119,25,-16.48,-9.83,-23.31,2.35,-1.25,516500
2022,한화,최재훈,C,우투,우타,9,신규,B,2021,32,116,467,375,52,103,21,0,12,7,44,3,2,72,68,16,3,7.02,9.62,16.64,4.22,0.7,20000,고졸,잔류,5,54,10,144,5495,4685,599,1111,213,17,74,80,554,109,56,633,1286,110,49,18.72,1.89,14.73,10.44,1.77,465400
2023,한화,최재훈,C,우투,우타,,FA 1년차,,2022,33,114,437,364,38,81,14,0,21,5,30,1,1,44,65,17,2,4.51,9.26,13.78,1.76,0.47,100000,,,,,10,144,5513,4878,564,1196,217,19,52,88,520,93,49,497,1264,92,40,1.14,8.1,-4.06,11.68,0.12,385340
2012,SK,최정,3B,우투,우타,9,신규,A,2011,24,113,488,403,64,125,25,1,20,20,75,15,5,46,72,8,6,3.64,0.42,4.06,5.11,0.51,26000,고졸,,,,2,,,,,,,,,,,,,,,,,,,,,,
2013,SK,최정,3B,우투,우타,9,신규,A,2012,25,130,553,474,85,142,33,1,21,26,84,20,8,49,98,8,6,2.3,-1.18,1.13,5.97,0.26,22000,고졸,,,,2,133,4996,4347,564,1120,197,15,58,108,523,104,75,445,864,85,28,26.13,-5.91,13.09,23.64,2.38,371100
2014,SK,최정,3B,우투,우타,9,신규,A,2013,26,120,525,434,75,137,18,0,24,28,83,24,8,64,109,10,2,-1.35,-0.05,-1.4,6,-0.16,28000,고졸,,,,6,128,4950,4278,588,1134,189,20,86,124,558,144,63,465,918,99,37,33.96,0.05,34.01,21.13,2.79,404600
2015,SK,최정,3B,우투,우타,9,신규,A,2014,27,82,361,308,65,94,20,0,12,14,76,7,2,37,69,9,3,0.03,-0.1,-0.07,2.43,0,52000,고졸,잔류,4,86,5,128,5082,4423,735,1285,245,22,72,115,696,139,46,447,926,92,49,8.13,9.44,0.35,15.79,0.21,489800
2016,SK,최정,3B,우투,우타,4,FA 1년차,A,2015,28,81,330,275,43,81,17,0,5,17,58,5,2,46,78,6,3,7.05,-0.48,6.57,2.98,0.65,70000,고졸,,,,5,144,5588,4861,693,1323,214,10,98,145,656,94,59,490,1047,113,29,-20.69,-5.15,-29.84,14.72,-1.07,756700
2017,SK,최정,3B,우투,우타,4,재자격,A,2016,29,141,606,500,106,144,24,1,23,40,106,1,2,77,126,6,6,3.84,-0.1,3.74,5.37,0.34,100000,고졸,,,,6,144,5672,5023,753,1464,234,19,102,182,715,89,60,429,1018,104,47,6.75,30.26,1.12,19.17,0.6,712900
2018,SK,최정,3B,우투,우타,4,재자격,A,2017,30,130,527,430,89,136,18,1,19,46,113,1,5,70,107,8,8,5.95,-0.79,5.16,5.82,0.55,100000,고졸,,,,5,144,5564,4925,761,1337,222,15,113,234,733,53,42,427,1100,97,41,16.87,25.01,7.98,16.87,1.79,559100
2019,SK,최정,3B,우투,우타,4,재자격,A,2018,31,115,489,406,95,99,16,1,23,35,74,9,2,58,129,10,2,4.52,-0.79,3.73,2.86,0.4,120000,고졸,잔류,6,106,1,144,5682,4992,829,1403,234,13,119,233,791,108,39,483,1079,103,34,-0.75,-4.43,-10.09,22.65,0.1,560100
2020,SK,최정,3B,우투,우타,,FA 1년차,,2019,32,141,606,503,86,147,27,0,26,29,99,3,2,69,92,4,8,-2.65,-0.55,-3.2,6.06,-0.27,120000,,,,,3,144,5542,4919,655,1290,218,14,87,117,622,118,50,462,966,92,38,2.07,6.82,-7.97,17.87,-0.09,626100
2018,두산,최주환,2B,우투,좌타,9,신규,A,2017,29,129,452,399,65,120,16,6,9,7,57,3,2,38,58,10,5,-5.57,1.5,-4.07,2.33,-0.51,120000,고졸,,,,2,144,5833,5102,849,1499,270,20,95,178,812,69,33,541,960,120,47,-0.18,-17.54,-7.54,32.2,-0.14,473500
2019,두산,최주환,2B,우투,좌타,9,신규,A,2018,30,138,590,519,87,173,39,6,10,26,108,1,0,51,89,5,10,4.1,-10.66,-6.56,5.34,0.37,10000,고졸,,,,2,144,5870,5176,944,1601,284,30,92,191,898,96,23,496,1016,112,63,31.25,30.09,23.63,37.38,2.69,690700
2020,두산,최주환,2B,우투,좌타,9,신규,A,2019,31,87,325,285,27,79,13,0,1,4,47,0,0,28,35,10,11,-2.96,1.51,-1.45,1.01,-0.3,20000,고졸,,,,1,144,5670,4913,736,1364,235,31,72,84,691,102,38,563,799,117,83,20.76,20.57,11.54,29.09,2.13,596100
2021,두산,최주환,2B,우투,좌타,9,신규,A,2020,32,140,574,509,63,156,29,4,7,16,88,2,2,47,66,7,10,0.3,3.45,3.75,4.49,0.03,38500,고졸,이적,4,42,2,144,5776,5046,816,1477,263,20,68,125,778,88,37,551,796,132,73,-16.54,-25.41,-27.23,30.64,-1.48,677600
2022,SSG,최주환,2B,우투,좌타,,FA 1년차,,2021,33,116,470,406,50,104,16,0,9,18,67,2,1,53,84,7,2,1.55,-0.67,0.88,2.21,0.15,65000,,,,,6,144,5736,4899,755,1278,204,13,94,185,712,100,43,636,1056,106,52,-11.21,8.62,-21.75,27.4,-0.52,962700
2011,두산,최준석,DH,우투,우타,9,신규,A,2010,27,127,482,424,63,136,26,1,5,22,82,0,5,50,83,17,2,-2.3,-9.7,-12,4.88,-2.03,27000,고졸,,,,3,,,,,,,,,,,,,,,,,,,,,,
2012,두산,최준석,DH,우투,우타,9,신규,A,2011,28,124,485,421,49,114,26,0,1,15,75,0,1,56,104,11,5,-0.67,-8.41,-9.07,3.5,-1.14,10500,고졸,,,,5,,,,,,,,,,,,,,,,,,,,,,
2013,두산,최준석,DH,우투,우타,9,신규,A,2012,29,89,278,248,15,62,3,1,2,6,30,1,0,25,47,9,1,1.69,-5.65,-3.96,1.01,-0.79,16200,고졸,,,,3,133,4938,4379,524,1139,172,26,54,59,490,116,51,362,659,129,40,25.84,9.99,28.8,17.39,0.02,299900
2014,두산,최준석,DH,우투,우타,9,신규,A,2013,30,100,263,222,22,60,8,0,0,7,36,0,0,39,47,7,2,-10.54,-2.88,-13.42,1.64,-1.38,17000,고졸,이적,4,35,2,128,5142,4401,699,1271,217,37,79,95,654,172,61,524,717,105,56,8.01,-0.56,7.44,36.32,1.04,345000
2015,롯데,최준석,DH,우투,우타,4,FA 1년차,A,2014,31,121,460,371,54,106,13,0,2,23,90,1,0,81,88,14,6,-0.29,-10.35,-10.64,2.21,-0.03,14500,고졸,,,,7,128,5194,4487,716,1288,252,26,70,121,685,63,41,534,964,95,41,1.14,15.71,-6.57,16.88,0.1,510600
2016,롯데,최준석,DH,우투,우타,4,재자격,A,2015,32,144,618,507,78,155,18,1,1,31,109,0,0,108,134,17,1,-1.57,-14.75,-16.32,4.53,-0.15,40000,고졸,,,,8,144,5680,4972,765,1393,254,19,68,177,727,104,50,532,1186,136,28,22.19,15.39,13.9,18.66,2.33,624400
2017,롯데,최준석,DH,우투,우타,4,재자격,A,2016,33,116,396,325,49,85,10,0,3,19,70,0,0,64,102,14,4,-0.1,-8.76,-8.86,0.96,-0.01,40000,고졸,,,,8,144,5784,5001,777,1439,252,20,83,127,732,145,64,596,1061,120,41,-7.33,6.21,-16.83,17.82,-0.54,730200
2018,롯데,최준석,DH,우투,우타,4,재자격,A,2017,34,125,464,409,43,119,15,0,1,14,82,0,0,49,89,24,5,-3.22,-10.42,-13.64,0.54,-0.3,40000,고졸,이적,1,0.55,3,144,5671,4994,743,1425,250,17,112,151,697,92,44,457,1018,146,32,16.21,8.53,6.5,17.96,1.67,858600
2019,NC,최준석,1B,우투,우타,,FA 1년차,,2018,35,93,179,153,7,39,3,0,0,4,24,0,0,24,41,6,2,-1.09,-3,-4.09,-0.06,-0.1,5500,,,,,10,144,5488,4895,660,1280,233,18,88,143,629,82,35,427,1081,115,43,2.07,19.6,-8.48,5.69,0.25,544500
2016,한화,최진행,DH,우투,우타,9,신규,A,2015,30,109,410,333,55,97,17,0,4,18,64,0,3,65,101,9,3,4.56,-5.92,-1.36,2.76,0.42,40000,고졸,,,,6,144,5716,4852,717,1316,218,19,109,130,667,80,47,581,1135,112,35,16.16,31.04,8.26,15.8,1.6,784600
